ID,Name,Shopping List Name,Nährwerte pro 100g,Kilokalorien,Kilojoule,Protein,Fett,Kohlenhydrate,davon Zucker,Ballaststoffe,Fettsäuren pro 100g,Gesättigte Fettsäuren,Einfach ungesättigte Fettsäuren,Mehrfach ungesättigte Fettsäuren,Cholesterin,Vitamine pro 100g,Vitamin A,Vitamin C,Vitamin D,Vitamin E,Vitamin K,Vitamin B1,Vitamin B2,Vitamin B6,Vitamin B12,Biotin,Folsäure,Niacin,Panthotensäure,Mineralstoffe pro 100g,Calcium [Ca],Chlor [Cl],Kalium [K],Magnesium [Mg],Natrium [Na],Phosphor [P],Schwefel [S],Spurenelemente pro 100g,Kupfer [Cu],Eisen [Fe],Fluor [F],Mangan [Mn],Jod [J],Zink [Zn],Aminosäuren pro 100g,Alanin,Arginin,Aspargin,Asparginsäure,Cystein,Glutamin,Glutaminsäure,Glycerin,Histidin,Isoleucin,weitere Aminosäuren,Leucin,Lysin,Methionin,Phenylalanin,Prolin,Serin,Threonin,Tryptophan,Tyrosin,Valin,Compatible with vegetarian,Compatible with vegan,Compatible with pescetarian,Compatible with Paleo,Compatible with lactose intolerance,Compatible with fructose intolerance,Compatible with histamine intolerance,Compatible with gluten intolerance,Compatible with glutamat intolerance,Compatible with saccharose intolerance,Compatible with peanut intolerance,Compatible with almond intolerance,Compatible with haselnut intolerance,Compatible with walnut intolerance,Compatible with cashew intolerance,Compatible with pecan nut intolerance,Compatible with Brazil nut intolerance,Compatible with pistachio intolerance,Compatible with banana intolerance,Compatible with avocade intolerance,Compatible with apple intolerance,Compatible with kiwi fruit intolerance,Compatible with melon intolerance,Compatible with papaya intolerance,Compatible with peach intolerance,Compatible with strawberry intolerance,Is snack,Is fatburner,Price level,Synonym of,Exchangeable with (1:n),Food Category,Shopping List Category,Source,In Live Foods?,Synonyme,Originalname,ValiCheck B
,,,,kcal,kJ,g,g,g,g,g,,g,g,g,g,,mg,mg,mg,mg,mg,mg,mg,mg,mg,mg,mg,mg,mg,,mg,mg,mg,mg,mg,mg,mg,,µg,µg,µg,µg,µg,µg,,mg,mg,mg,mg,mg,mg,mg,mg,mg,mg,,mg,mg,mg,mg,mg,mg,mg,mg,mg,mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1220,Melde (getrocknet),Melde (getrocknet),,232,972,"23,7","2,9","26,8","20,1","27,8",0,"0,5","0,2","1,6",0,0,3,"143,9",0,"14,5","4,3","0,6",1,"0,7",0,0,"0,1","4,5","1,3",0,825,834,3563,634,897,340,191,0,1025,23586,621,2457,10,4578,0,1109,910,2260,1804,234,2893,2309,1138,451,919,0,1707,1249,348,1182,1005,945,888,312,671,1366,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,lexolino,No,,Melde getrocknet,1
1221,Melone,Melone,,38,161,"0,6","0,2","8,4","5,9","0,2",0,"0,1",0,"0,1",0,0,0,"5,6",0,"0,1",0,0,"0,1","0,1",0,0,0,"0,1","1,5",0,11,8,147,3,1,10,12,0,69,416,12,21,1,102,0,17,58,50,36,2,91,65,10,6,18,0,17,62,6,13,25,17,27,6,11,15,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,Gemüse,Obst & Gemüse,lexolino,No,,Melone,1
1222,Mettwurst,Mettwurst,,385,1611,"20,3","32,4","0,2","0,2","0,1",0,"11,6",15,"3,7","0,1",0,0,0,0,"0,4",0,1,"0,3","0,6",0,0,0,"3,4","0,7",0,14,1844,452,35,1344,215,240,0,87,1342,80,131,3,2365,0,1207,1213,335,1982,224,518,3062,1037,622,888,0,1382,1780,533,805,969,856,868,214,738,1098,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,Mettwurst,,Fleischwaren & Wurstwaren,Fleisch & Fisch,lexolino,No,,Mettwurst,1
1223,Mettwurst (gekocht),Mettwurst (gekocht),,339,1418,12,"31,1","0,2","0,2","0,1",0,"11,1","14,5","3,7","0,1",0,0,0,0,"0,3",0,"0,5","0,1","0,2",0,0,0,"1,9","0,3",0,10,1012,211,18,701,115,112,0,67,690,36,74,2,1323,0,678,742,124,1012,142,250,2029,671,377,539,0,795,1026,319,464,543,554,500,122,450,616,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,Mettwurst,,Fleischwaren & Wurstwaren,Fleisch & Fisch,lexolino,No,,Mettwurst gekocht,1
1224,Mettwurst (getrocknet),Mettwurst (getrocknet),,347,1454,"19,8","28,5","0,2","0,2","0,1",0,"11,2","12,5",3,"0,1",0,0,0,0,"0,4",0,"0,8","0,2","0,5",0,0,0,3,"0,5",0,15,1580,302,32,1335,157,201,0,76,1109,58,107,2,1983,0,1113,1208,368,1754,217,619,2956,1032,634,857,0,1486,1821,530,738,884,826,943,203,735,921,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,Mettwurst,,Fleischwaren & Wurstwaren,Fleisch & Fisch,lexolino,No,,Mettwurst getrocknet,1
1225,Mettwurst (grob),Mettwurst (grob),,309,1291,"15,4","26,3","0,2","0,2","0,1",0,"9,9","11,8","3,1","0,1",0,0,0,0,"0,3",0,"0,7","0,2","0,4",0,0,0,"2,4","0,4",0,13,1077,303,23,912,147,146,0,63,904,45,89,2,1589,0,957,1068,41,1632,202,14,2948,878,603,792,0,1136,1541,429,736,806,783,758,182,601,896,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,Mettwurst,,Fleischwaren & Wurstwaren,Fleisch & Fisch,lexolino,No,,Mettwurst grob,1
1226,Mettwurst (schnittfest),Mettwurst (schnittfest),,374,1566,15,"33,5","0,2","0,2",0,0,"12,3","15,3","3,9","0,1",0,0,0,0,"0,3",0,"0,4","0,2","0,3",0,0,0,"2,9","0,4",0,13,1556,195,21,996,99,133,0,74,1241,43,63,1,2255,0,908,833,321,1442,161,532,2384,686,455,655,0,1082,1279,380,570,603,576,642,170,560,794,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,Mettwurst,,Fleischwaren & Wurstwaren,Fleisch & Fisch,lexolino,No,,Mettwurst schnittfest,1
1227,Miesmuschel,Miesmuschel,,70,292,"10,2","1,5","3,4",0,0,0,"0,3","0,3","0,5","0,1",0,"0,1","3,4",0,"0,8",0,"0,2","0,2","0,1",0,0,0,"1,6","0,3",0,26,435,277,35,275,185,381,0,182,4915,128,176,130,2619,0,552,790,337,1034,91,466,1433,477,200,483,0,730,715,231,363,390,487,476,112,395,472,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,lexolino,No,,Miesmuschel,1
1228,Miesmuschel gegart,Miesmuschel,,69,289,"9,5","1,5",4,0,0,0,"0,3","0,3","0,4","0,1",0,0,"1,9",0,"0,7",0,"0,1","0,2","0,1",0,0,0,"1,2","0,2",0,26,424,254,38,270,194,347,0,165,4790,112,181,85,2445,0,506,750,13,979,107,39,1372,500,179,450,0,721,872,255,403,428,525,497,119,402,465,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,lexolino,No,,Miesmuschel gegart,1
1229,Miesmuschel (gesalzen),Miesmuschel (gesalzen),,65,271,"8,4","1,5","4,1",0,0,0,"0,3","0,3","0,4","0,1",0,"0,1","3,1",0,"0,8",0,"0,2","0,2","0,1",0,0,0,"1,8","0,3",0,62,9394,276,54,6659,211,379,0,184,5105,128,203,127,3000,0,484,702,4,964,92,19,1181,454,165,421,0,610,667,229,369,342,459,439,106,394,473,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,lexolino,No,,Miesmuschel gesalzen,1
1230,Miesmuschel (Konserve),Miesmuschel (Konserve),,67,282,"9,2","1,5",4,0,0,0,"0,2","0,3","0,4","0,1",0,0,"1,8",0,"0,4",0,"0,1","0,1",0,0,0,0,1,"0,2",0,30,1662,237,34,979,159,311,0,166,4302,104,160,117,2265,0,561,751,53,951,97,69,1252,505,202,441,0,714,792,238,339,354,511,429,122,374,476,,,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,lexolino,No,,Miesmuschel Konserve,1
1231,Miesmuschel (Konserve in Öl),Miesmuschel (Konserve in Öl),,144,603,9,"10,2","3,1",0,0,0,"1,2","2,3","6,1","0,1",0,0,"1,7",0,8,0,"0,1","0,1",0,0,0,0,"0,9","0,2",0,26,1598,200,30,1063,158,296,0,144,3630,96,129,109,2120,0,484,686,456,793,86,681,1185,406,169,353,0,539,643,229,311,329,393,373,106,315,431,,,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,lexolino,No,,Miesmuschel Konserve in Öl,1
1232,Milcheiweiß,Milcheiweiß,,325,1362,"78,2","0,8",0,0,0,0,"0,5","0,3",0,0,0,0,0,0,0,0,0,"0,1",0,0,0,0,0,"0,1",0,91,52,46,9,29,651,229,0,19,0,5,2,3,162,0,2717,2798,25,5790,685,14,17041,1609,1819,4785,0,7197,6192,1894,3674,7891,4408,3442,1092,3786,5255,,,1,,,,"0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,lexolino,No,,Milcheiweiß,1
1233,Milchkäse,Milchkäse,,65,272,"3,3","3,4","4,9",0,0,0,"1,9","1,1","0,1",0,0,0,"1,8",0,"0,1",0,0,"0,2",0,0,0,0,"0,1","0,3",0,130,93,161,12,51,99,29,0,14,46,17,5,7,357,0,106,107,2,256,24,7,710,71,86,196,0,288,250,81,147,295,175,131,40,138,223,1,0,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,Käse & Käsezubereitungen,Milchprodukte,lexolino,No,,Milchkäse,1
1234,Milchpulver (teilentrahmt),Milchpulver (teilentrahmt),,418,1749,"30,9","13,7","40,6",0,0,0,"7,9","4,4","0,5","0,1",0,"0,2","10,9",0,"0,4",0,"0,3","1,8","0,4",0,0,0,"0,8","3,2",0,1023,1009,1316,119,468,846,245,0,118,644,126,68,69,3069,0,1030,1101,0,2422,243,23,6709,694,727,1849,0,2789,2151,662,1394,2761,1718,1368,402,1366,1897,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,lexolino,No,,Milchpulver teilentrahmt,1
1235,Milchschokolade,Milchschokolade,,506,2117,"10,1","26,3","54,1",0,"1,5",0,"15,5","8,7","0,8",0,0,"0,1","3,8",0,"0,4",0,"0,1","0,6","0,1",0,0,0,"0,4","1,1",0,354,325,509,56,141,299,90,0,222,1001,44,193,22,1411,0,341,358,35,837,90,8,2071,215,219,606,0,974,715,245,505,886,567,392,123,452,580,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,lexolino,No,,Milchschokolade,1
1236,Milchspeiseeis,Milchspeiseeis,,86,361,"2,3","2,4","13,4",0,0,0,"1,4","0,8","0,1",0,0,0,"1,3",0,0,0,0,"0,1",0,0,0,0,"0,1","0,2",0,89,74,113,8,37,66,20,0,18,70,14,5,5,288,0,73,71,22,183,17,14,450,50,56,142,0,205,165,49,102,232,111,96,32,108,155,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,lexolino,No,,Milchspeiseeis,1
1237,Milchsäure,Milchsäure,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,lexolino,No,,Milchsäure,1
1238,Milchzucker,Milchzucker,,401,1680,0,0,"98,8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,16,310,0,11,0,19,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,lexolino,No,,Milchzucker,1
1239,Milzwurst,Milzwurst,,285,1191,"18,1","22,5","0,2","0,2","0,1",0,"8,5",10,"2,4","0,1",0,0,"0,8",0,"0,3",0,"0,3","0,2","0,2",0,0,0,3,"0,5",0,14,1034,218,21,715,123,145,0,105,3550,51,67,2,2884,0,953,1066,734,1700,195,1046,2422,774,577,884,0,1322,1353,421,768,680,695,731,173,596,1028,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,lexolino,No,,Milzwurst,1
1240,Mineralwasser,Mineralwasser,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,4,1,12,13,0,1,0,4,0,20,3,0,7,0,0,0,20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Mineralwasser,,Getränke,Getränke & Sonstiges,lexolino,No,,Mineralwasser,1
1241,Mirabelle,Mirabelle,,60,251,"0,6","0,2","13,7","10,1","1,3",0,0,0,"0,1",0,0,0,"7,4",0,"0,5",0,"0,1",0,0,0,0,0,"0,6","0,2",0,12,3,212,15,0,30,11,0,88,495,2,98,1,109,0,26,11,160,199,4,27,34,12,12,13,0,18,15,6,16,30,19,13,0,6,16,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,lexolino,No,,Mirabelle,1
1242,Mirabellensaft,Mirabellensaft,,60,253,"0,6","0,2","13,9",9,0,0,0,0,"0,1",0,0,0,"4,3",0,"0,5",0,"0,1",0,0,0,0,0,"0,5","0,2",0,13,3,209,15,0,34,10,0,86,457,2,90,1,110,0,24,11,174,205,4,25,30,11,10,12,0,19,13,6,15,26,16,12,0,6,15,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,Getränke,Getränke & Sonstiges,lexolino,No,,Mirabelle Fruchtsaft,1
1243,Mirabelle (gegart),Mirabelle (gegart),,68,286,"0,7","0,2","15,6","10,5","1,5",0,0,0,"0,1",0,0,0,"4,5",0,"0,6",0,0,0,0,0,0,0,"0,5","0,2",0,14,3,192,14,0,31,10,0,106,460,2,96,1,106,0,29,11,180,251,4,26,37,12,11,15,0,18,17,6,16,32,20,16,0,6,17,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,Obst,Obst & Gemüse,lexolino,No,,Mirabelle gegart,1
1244,Mirabelle (getrocknet),Mirabelle (getrocknet),,262,1095,"3,2","0,9","59,2","41,8","5,7",0,"0,1","0,1","0,4",0,0,"0,1",26,0,"1,9",0,"0,2","0,1","0,2",0,0,0,"2,3","0,8",0,53,15,1003,70,0,146,44,0,425,2205,9,429,5,419,0,126,53,916,1067,19,125,146,49,53,58,0,87,62,25,69,126,78,60,0,25,70,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,Obst,Obst & Gemüse,lexolino,No,,Mirabelle getrocknet,1
1245,Mirabelle (Konserve),Mirabelle (Konserve),,87,364,"0,6","0,2","20,4","4,8","1,2",0,0,0,"0,1",0,0,0,"1,6",0,"0,4",0,0,0,0,0,0,0,"0,3","0,1",0,13,5,130,16,0,27,11,0,113,470,7,75,1,158,0,24,9,184,189,3,29,30,9,9,12,0,19,13,5,12,27,14,12,0,5,15,,,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,Obst,Obst & Gemüse,lexolino,No,,Mirabelle Konserve,1
1246,Miso,Miso,,124,519,11,"6,3",5,0,"9,9",0,"0,8","1,1",4,0,0,0,0,0,"0,8",0,"0,1","0,1","0,3",0,0,0,"1,2","0,5",0,73,4644,314,118,3127,284,74,0,46,1649,31,1428,3,500,0,509,566,372,1143,149,569,1752,504,250,454,0,758,526,135,502,779,657,379,94,415,512,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,3,Miso,,Hülsenfrüchte,Getränke & Sonstiges,lexolino,No,,Miso,1
1247,Misobohne,Misobohne,,116,487,"10,1",6,"4,8",0,"11,4",0,"0,8","1,1","3,7",0,0,0,0,0,"0,8",0,"0,1","0,1","0,3",0,0,0,"1,4","0,5",0,74,4085,317,114,2685,309,74,0,53,1802,33,1288,3,545,0,552,664,8,1224,138,10,1845,439,242,499,0,742,607,134,454,733,589,335,103,379,473,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,lexolino,No,,Misobohne,1
1248,Mispel,Mispel,,47,196,"0,5","0,2","10,6","9,2","9,2",0,0,0,"0,1",0,0,0,"2,1",0,"0,6",0,0,0,0,0,0,0,"0,2","0,1",0,28,3,243,11,6,27,18,0,177,490,6,42,1,93,0,22,12,103,141,2,28,38,13,8,16,0,22,21,5,12,14,18,12,3,8,17,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,lexolino,No,,Mispel,1
1249,Mispelsaft,Mispelsaft,,54,225,"0,5","0,2","12,3","9,7",0,0,0,0,"0,1",0,0,0,"1,3",0,"0,7",0,0,0,0,0,0,0,"0,2","0,1",0,31,3,244,13,6,27,17,0,183,542,7,44,2,101,0,21,12,92,142,2,25,38,14,9,14,0,25,24,5,12,16,18,12,3,8,17,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,Getränke,Getränke & Sonstiges,lexolino,No,,Mispel Fruchtsaft,1
1250,Mispel (getrocknet),Mispel (getrocknet),,165,691,"1,7","0,7","37,3","36,3","37,7",0,"0,2","0,1","0,3",0,0,0,"3,9",0,"1,5",0,0,0,"0,1",0,0,0,"0,5","0,2",0,105,12,585,43,24,105,66,0,605,1868,24,153,7,391,0,74,46,155,557,7,38,138,51,31,52,0,94,84,18,44,53,66,40,11,27,66,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,lexolino,No,,Mispel getrocknet,1
1251,Mixed Pickles,Mixed Pickles,,34,142,"1,2","0,3","6,6","2,4","1,2",0,"0,1",0,"0,1",0,0,0,"10,4",0,"0,1","0,1",0,0,"0,1",0,0,0,"0,3","0,3",0,21,472,183,17,252,42,26,0,65,561,22,179,2,411,0,69,80,31,86,13,81,223,43,24,39,0,77,51,27,44,74,49,47,12,34,56,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,lexolino,No,,Mixed Pickles,1
1252,Mohn,Mohn,,489,2047,"21,8","41,3","3,9",0,"19,9",0,"5,2","4,9","29,1",0,0,0,0,0,"4,2",0,"0,9","0,2","0,4",0,0,"0,1","1,1","2,9",0,1387,20,642,326,20,820,155,0,152,10165,38,6540,10,10200,0,1029,1766,751,2059,368,1190,3266,1102,500,939,0,1362,1082,426,778,949,1003,939,220,691,1396,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,Gewürze & Kräuter,Gewürze & Kräuter,lexolino,No,,Mohn,1
1253,Mohn (gemahlen),Mohn (gemahlen),,483,2022,"20,8","40,9","4,3",0,"19,3",0,"4,7","5,3","29,1",0,0,0,0,0,2,0,"0,4","0,1","0,3",0,0,0,"0,7","1,7",0,1505,22,655,309,22,923,163,0,151,9982,40,5516,10,10104,0,1097,2035,190,1996,437,329,3469,1113,510,825,0,1565,1040,427,854,1051,939,878,240,620,1202,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,Gewürze & Kräuter,Gewürze & Kräuter,lexolino,No,,Mohn gemahlen,1
1254,Mohnöl,Mohnöl,,919,3846,0,"98,6",0,0,0,0,"11,3","10,4","72,3",0,0,0,0,0,"3,2","0,5",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,Fette & Speiseöle,Getränke & Sonstiges,lexolino,No,,Mohnöl,1
1255,Mohrrübe,Mohrrübe,,27,111,"0,9","0,2","5,2","2,7","3,7",0,0,0,"0,1",0,0,"1,5","6,9",0,"0,5","0,1","0,1","0,1","0,1",0,0,0,"0,6","0,3",0,43,66,273,18,59,35,7,0,53,2268,28,195,16,640,0,53,36,55,118,10,88,187,26,14,37,0,45,38,11,27,29,33,30,9,18,38,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,Gemüse,Obst & Gemüse,lexolino,No,,Mohrrübe,1
1256,Mohrrübe (gegart),Mohrrübe (gegart),,20,84,"0,9","0,2","3,6",2,"3,9",0,0,0,"0,1",0,0,"1,4","4,1",0,"0,5","0,1","0,1",0,"0,1",0,0,0,"0,4","0,2",0,38,58,147,13,28,32,6,0,50,2061,27,218,14,508,0,47,38,61,103,12,105,179,25,15,39,0,39,35,9,29,24,30,31,9,18,38,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,Gemüse,Obst & Gemüse,lexolino,No,,Mohrrübe gegart,1
1257,Mohrrübe (getrocknet),Mohrrübe (getrocknet),,206,860,"9,1","1,8","37,5","24,1","33,4",0,"0,4","0,1",1,0,0,7,"22,8",0,"4,1","0,4","0,5","0,3","0,7",0,0,0,"4,5","1,9",0,347,519,2253,143,463,279,51,0,419,16269,231,1709,123,5404,0,467,370,823,1075,106,1372,1791,254,130,344,0,336,347,84,264,235,276,257,78,159,336,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,Gemüse,Obst & Gemüse,lexolino,No,,Mohrrübe getrocknet,1
1258,Mohrrübe (Konserve),Mohrrübe (Konserve),,20,86,"0,9","0,2","3,7","2,4","3,7",0,0,0,"0,1",0,0,"1,2","1,7",0,"0,5",0,0,0,0,0,0,0,"0,3","0,1",0,39,470,166,16,238,34,7,0,63,1399,30,172,15,540,0,44,35,77,99,10,152,194,25,13,38,0,41,36,9,26,24,28,29,8,18,37,,,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,Gemüse,Obst & Gemüse,lexolino,No,,Mohrrübe Konserve,1
1259,Molat,Molat,,588,2459,"7,8","43,1","37,9","24,8","5,8",0,"6,6","6,3","24,2",0,0,0,"2,3",0,"40,3",0,"0,3","0,3","0,2",0,0,0,"1,5","0,8",0,162,173,526,61,57,222,84,0,226,1712,30,1379,8,2791,0,334,329,233,572,75,561,1381,315,166,326,0,587,442,131,306,572,382,340,92,297,396,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,lexolino,No,,Molat,1
1260,Molke,Molke,,24,102,"0,9","0,2","4,6",0,0,0,"0,1","0,1",0,0,0,0,"1,1",0,0,0,0,"0,1",0,0,0,0,"0,2","0,4",0,55,109,120,8,44,42,23,0,2,86,11,1,7,129,0,43,22,29,88,16,42,126,17,16,51,0,85,75,21,27,42,36,66,16,22,46,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,lexolino,No,,Molke,1
1261,Molkereikäse,Molkereikäse,,327,1368,"7,7",9,"52,2",0,0,0,"5,4","2,8","0,3",0,0,"0,1",0,0,"0,3",0,"0,2","1,5","0,1",0,0,0,"0,6","0,7",0,307,1860,106,14,41,400,218,0,808,4800,106,34,9,3000,0,215,283,10,472,45,37,1828,142,247,407,0,823,553,197,388,883,459,315,96,366,452,1,0,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,Käse & Käsezubereitungen,Milchprodukte,lexolino,No,,Molkereikäse,1
1262,Molkereikäse Dreiviertelfettstufe,Molkereikäse Dreiviertelfettstufe,,449,1879,"9,1","28,4","36,2",0,0,0,"16,6","9,2",1,"0,1",0,"0,3",0,0,"0,7","0,2","0,1","1,5","0,1",0,0,0,"0,8","0,3",0,300,1696,93,10,491,307,164,0,637,523,86,26,10,2522,0,225,267,179,496,42,609,1689,139,249,483,0,842,619,192,400,928,407,367,118,380,485,1,0,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,Käse & Käsezubereitungen,Milchprodukte,lexolino,No,,Molkereikäse Dreiviertelfettstufe,1
1263,Molkereikäse Halbfettstufe,Molkereikäse Halbfettstufe,,373,1559,"9,9","18,9","38,4",0,0,0,"10,8","6,2","0,7","0,1",0,"0,3",0,0,"0,7","0,2","0,1","1,8","0,1",0,0,0,1,"0,4",0,338,1674,103,11,581,367,197,0,804,631,94,25,12,3188,0,238,294,115,600,45,382,1982,153,280,564,0,899,675,216,424,991,473,369,129,442,598,1,0,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,Käse & Käsezubereitungen,Milchprodukte,lexolino,No,,Molkereikäse Halbfettstufe,1
1264,Molkereikäse Magerstufe,Molkereikäse Magerstufe,,311,1301,"9,5","3,2","59,7",0,0,0,2,"0,9","0,1",0,0,0,0,0,"0,1",0,"0,2","1,4","0,2",0,0,0,"0,6","0,6",0,326,2020,97,14,40,529,193,0,736,4700,104,34,11,2760,0,236,276,224,557,44,696,1729,154,235,461,0,794,719,216,397,959,440,336,122,413,496,1,0,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,Käse & Käsezubereitungen,Milchprodukte,lexolino,No,,Molkereikäse Magerstufe,1
1265,Molkereikäse Viertelfettstufe,Molkereikäse Viertelfettstufe,,341,1428,"7,9","9,7","53,8",0,0,0,"5,7","3,1","0,3",0,0,"0,1",0,0,"0,3","0,1","0,3","1,4","0,2",0,0,0,"0,5","0,6",0,322,2060,104,14,41,426,221,0,848,5300,91,38,10,2820,0,217,278,28,522,43,29,1608,137,235,412,0,723,632,199,388,892,396,312,97,339,520,1,0,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,Käse & Käsezubereitungen,Milchprodukte,lexolino,No,,Molkereikäse Viertelfettstufe,1
1266,Monterey,Monterey,,369,1543,24,"28,8","0,7",0,0,0,"17,8","8,3",1,"0,1",0,"0,3",0,0,"0,6",0,0,"0,4","0,1",0,0,0,"0,1","0,2",0,783,2438,75,29,515,480,225,0,146,785,133,177,28,2940,0,714,824,28,1457,92,35,5167,416,576,1223,0,2347,1928,602,1188,2508,1248,914,347,1297,1619,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,lexolino,No,,Monterey,1
1267,Moosbeeren,Moosbeeren,,24,101,"0,4","0,7","3,9","3,8","3,7",0,0,"0,1","0,4",0,0,0,"11,1",0,"0,5",0,0,0,"0,1",0,0,0,"0,1","0,2",0,14,1,98,7,2,11,11,0,143,900,54,93,2,214,0,17,30,2,36,9,44,62,21,9,15,0,41,16,9,22,16,19,16,8,32,22,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,lexolino,No,,Moosbeeren,1
1268,Morchel,Morchel,,12,52,"1,8","0,3","0,5","0,1","7,1",0,"0,1",0,"0,2",0,0,0,"5,1",0,"0,2",0,"0,1","0,1",0,0,0,0,"5,5","2,4",0,11,8,394,12,2,156,36,0,315,1092,46,419,11,545,0,77,85,232,70,67,355,107,46,35,60,0,96,85,18,57,93,48,95,23,76,68,,,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,Gemüse,Obst & Gemüse,lexolino,No,,Morchel,1
1269,Morchel gesalzen,Morchel gesalzen,,11,44,"1,6","0,3","0,5","0,1","5,9",0,"0,1",0,"0,1",0,0,0,"1,7",0,"0,2",0,"0,1",0,0,0,0,0,"4,1","1,9",0,44,7208,328,23,3976,159,28,0,240,875,53,369,11,367,0,77,80,177,66,63,276,103,43,28,47,0,95,77,16,49,79,42,90,22,68,53,,,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,Gemüse,Obst & Gemüse,lexolino,No,,Morchel gesalzen,1
1270,Morchel getrocknet,Morchel getrocknet,,99,414,"13,4","2,8","4,5","0,7","64,1",0,"0,7",0,"1,5",0,0,0,"17,3",0,"1,7","0,1","0,9","0,3","0,4",0,"0,1","0,1","37,4","18,8",0,92,56,3008,84,19,1258,275,0,2280,9697,422,3562,96,4037,0,745,788,967,695,557,1492,1072,380,276,536,0,1019,686,149,546,776,414,923,220,673,534,,,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,Gemüse,Obst & Gemüse,lexolino,No,,Morchel getrocknet,1
